,name,sqft,sqm,psf,location,amenities,amenities_count,price
1871,Retail in The Commerze @ Irving,450,41.81,1400,Potong Pasir (D13),"['24 hr access', 'Air conditioning', 'Cctv', 'It support', 'Car park']",5,630000
1872,General Industrial in Midview City,1496,138.98,735,Thomson (D20),"['Bath room', 'Broadband', 'Car park', 'Pantry', '24 hr access', 'Air conditioning']",6,1100000
1873,Retail in Sim Lim Tower,463,43.01,3000,Serangoon Rd (D8),"['Column free', 'Air conditioning', 'Security access', '24 hr access', 'Car park']",5,1389000
1874,Warehouse in Gordon Warehouse Building,7010,651.25,314,Paya Lebar (D14),"['Loading bay', 'Security access', 'Cctv', 'Car park', '24 hr access', 'Large floor plate']",6,2200000
1875,Office in Feng Ming Building,4852,450.77,1340,Serangoon Rd (D8),[],0,6500000
1876,Retail in Centropod @ Changi,162,15.05,3938,Paya Lebar (D14),"['Loading bay', 'Column free', 'Broadband', 'Cctv', 'Car park', 'Pantry', '24 hr access', 'Meeting rooms']",8,638000
1877,Office in Suntec City Towers,10097,938.04,3763,Marina (D1),[],0,38000000
1878,Office in Suntec City Towers,6168,573.03,2999,Marina (D1),[],0,18500000
1879,General Industrial in Kim Chuan Terrace,9805,910.91,1836,Sengkang (D19),[],0,18000000
1880,Retail in Singapore Business Federation Center,710,65.96,3380,Marina (D1),[],0,2400000
1881,Factory in 7 Mandai Estate,1787,166.02,1367,Woodlands (D25),[],0,2443000
1882,Retail in Burlington Square,334,31.03,3743,Rochor (D7),"['Air conditioning', '24 hr access']",2,1250000
1883,General Industrial in Oxley Bizhub,1023,95.04,684,Paya Lebar (D14),"['Bath room', 'Handicap friendly', 'Loading bay', 'Car park', '24 hr access', 'Meeting rooms', 'Air conditioning']",7,700000
1884,Shophouse in WIS @ Changi,323,30.01,3251,Paya Lebar (D14),"['Air conditioning', 'Car park']",2,1050000
1885,Retail in Bukit Timah Shopping Centre,344,31.96,3599,Upper Bukit Timah (D21),"['Air conditioning', 'Water trap', 'Secretarial services', 'Car park']",4,1238000
1886,Office in Centrium Square,710,65.96,2817,Serangoon Rd (D8),"['Bath room', 'Column free', '24 hr access', 'Car park']",4,2000000
1887,Office in Oxley Tower,1163,108.05,3095,Marina (D1),[],0,3600000
1888,Factory in Mandai Connection,1711,158.96,292,Woodlands (D25),"['Car park', '24 hr access']",2,500000
1889,General Industrial in Vertex,2239,208.01,491,Paya Lebar (D14),"['Loading bay', 'Handicap friendly', 'Column free', 'Car park', 'Pantry', 'Cat 5/6 cabling', '24 hr access', 'Meeting rooms']",8,1100000
1890,Factory in Oxley Bizhub 2,1916,178,568,Paya Lebar (D14),"['Air conditioning', 'Bath room', 'Cctv', '24 hr access']",4,1088000
1891,Office in Woods Square,560,52.03,1860,Woodlands (D25),"['Loading bay', 'Security access', 'Broadband', 'Cctv', 'Car park', '24 hr access', 'Large floor plate', 'Turnstile']",8,1041858
1892,Factory in Wcega Tower,1044,96.99,556,Choa Chu Kang (D23),[],0,580000
1893,Shophouse in 201D Tampines Street 21,1668,154.96,1978,Tampines (D18),"['24 hr access', 'Pantry', 'Kitchen']",3,3300000
1894,Office in Singapore Business Federation Center,753,69.96,3386,Marina (D1),[],0,2550000
1895,Office in Eon Shenton,1109,103.03,2500,Tanjong Pagar (D2),"['Security access', 'Air conditioning', 'Column free']",3,2772500
1896,Shophouse in Duxton Road,9000,836.13,2167,Tanjong Pagar (D2),['24 hr access'],1,19500000
1897,Shophouse in Bukit Pasoh Conservation Area,4020,373.47,3980,Tanjong Pagar (D2),[],0,16000000
1898,General Industrial in Hola Centre,1625,150.97,431,Paya Lebar (D14),"['Bath room', '24 hr access', 'Car park']",3,700000
1899,Factory in Agrow Building,3121,289.95,801,Paya Lebar (D14),[],0,2500000
1900,Shophouse in HDB-Bukit Batok,2314,214.98,1210,Choa Chu Kang (D23),[],0,2800000
1901,Factory in Loyang Industrial Estate,48533,"4,508.86",175,Changi Village (D17),"['Car park', 'Pantry', '24 hr access', 'Meeting rooms', 'Air conditioning', 'Kitchen']",6,8500000
1902,Retail in Peninsula Plaza,624,57.97,4087,Clarke Quay (D6),"['Loading bay', 'Air conditioning', 'Column free', '24 hr access', 'Car park']",5,2550000
1903,Retail in The Daffodil,560,52.03,2089,Upper East Coast (D16),"['Bath room', 'Car park', 'Pantry', '24 hr access', 'Air conditioning', 'Kitchen']",6,1170000
1904,Retail in Peninsula Plaza,581,53.98,5336,Clarke Quay (D6),"['Air conditioning', 'Column free', '24 hr access', 'Car park']",4,3100000
1905,General Industrial in Oxley Bizhub,947,87.98,818,Paya Lebar (D14),"['Loading bay', 'Column free', '24 hr access', 'Car park']",4,775000
1906,General Industrial in Oxley Bizhub,998,92.72,837,Paya Lebar (D14),"['Loading bay', 'Column free', '24 hr access', 'Car park']",4,835000
1907,Retail in Bayshore Park,441,40.97,2721,Upper East Coast (D16),"['Air conditioning', '24 hr access', 'Car park', 'Kitchen']",4,1200000
1908,Retail in Peninsula Plaza,431,40.04,2320,Clarke Quay (D6),"['Loading bay', 'Security access', 'Car park', '24 hr access', 'Column free', 'Air conditioning']",6,999999
1909,Retail in Peninsula Plaza,484,44.97,4132,Clarke Quay (D6),"['Air conditioning', 'Meeting rooms', 'Loading bay', '24 hr access', 'Car park']",5,1999999
1910,Retail in Peninsula Plaza,463,43.01,4320,Clarke Quay (D6),"['Air conditioning', 'Loading bay', '24 hr access', 'Car park']",4,2000000
1911,Office in Peninsula Plaza,1485,137.96,2492,Clarke Quay (D6),"['Loading bay', 'Air conditioning', 'Column free', '24 hr access', 'Car park']",5,3700000
1912,Office in Plus,786,73.02,2988,Marina (D1),"['Air conditioning', 'Security access']",2,2348422
1913,Factory in Citrine Foodland,1765,163.97,1813,Sengkang (D19),"['Cctv', '24 hr access', 'Large floor plate', 'Car park']",4,3200000
1914,Shophouse in 1953,732,68,3272,Serangoon Rd (D8),"['Air conditioning', 'Column free', 'Car park']",3,2395000
1915,General Industrial in Oxley Bizhub 2,1900,176.52,579,Paya Lebar (D14),"['Air conditioning', 'Cat 5/6 cabling', 'Loading bay', 'Car park']",4,1100000
1916,Factory in Citrine Foodland,3627,336.96,882,Sengkang (D19),"['Air conditioning', 'Security access', 'Loading bay']",3,3200000
1917,Factory in Woodlands Industrial Xchange,1722,159.98,305,Woodlands (D25),[],0,525000
1918,General Industrial in Vertex,4478,416.02,509,Paya Lebar (D14),"['Bath room', 'Column free', 'Broadband', 'Car park', 'Pantry', 'Cat 5/6 cabling', '24 hr access', 'Server room']",8,2280000
1919,Factory in Vertex,6717,624.03,503,Paya Lebar (D14),"['Loading bay', 'Column free', 'Car park', 'Pantry', 'Cat 5/6 cabling', '24 hr access', 'Large floor plate', 'Meeting rooms']",8,3380000
1920,Shophouse in 1953,786,73.02,3501,Serangoon Rd (D8),[],0,2752000
1921,Retail in Alexandra Central,161,14.96,8075,Commonwealth (D3),['Car park'],1,1300000
1922,Retail in Alexandra Central,161,14.96,8385,Commonwealth (D3),"['Air conditioning', 'Cctv', 'Bath room', 'Loading bay', 'Car park']",5,1350000
1923,Retail in The Midtown,786,73.02,3181,Sengkang (D19),"['Bath room', 'Grease trap', 'Car park', '24 hr access', 'Air conditioning', 'Water trap']",6,2500000
1924,Factory in Eco-Tech @ Sunview,4994,463.96,270,Tuas (D22),[],0,1350000
1925,Retail in HDB-Bukit Merah,3680,341.88,1300,Commonwealth (D3),[],0,4784000
1926,General Industrial in Enterprise Hub,4520,419.92,277,Tuas (D22),"['Column free', '24 hr access', 'Car park']",3,1250000
1927,Warehouse in 8A Jalan Besut,16200,"1,505.03",1019,Tuas (D22),"['Backup generator', 'Air conditioning', '24 hr access']",3,16499999
1928,Shophouse in 462 Tampines Street 44,1475,137.03,1186,Tampines (D18),"['Bath room', 'Column free', 'Broadband', '24 hr access', 'Air conditioning', 'Kitchen']",6,1750000
1929,Retail in Sim Lim Tower,710,65.96,3169,Serangoon Rd (D8),[],0,2250000
1930,Retail in Sim Lim Tower,710,65.96,2958,Serangoon Rd (D8),[],0,2099888
1931,Factory in Proxima@Gambas,1776,165,242,Yishun (D27),[],0,430000
1932,Factory in Proxima@Gambas,1776,165,270,Yishun (D27),[],0,480000
1933,Factory in Proxima@Gambas,1797,166.95,250,Yishun (D27),[],0,450000
1934,Factory in Proxima@Gambas,2368,219.99,291,Yishun (D27),[],0,690000
1935,Retail in Novena Regency,990,91.97,8521,Novena (D11),['Air conditioning'],1,8435790
1936,General Industrial in Link @ AMK,2153,200.02,766,Thomson (D20),"['Air conditioning', 'Column free', 'Car park', 'Pantry']",4,1650000
1937,Factory in E9 Premium,2896,269.05,328,Yishun (D27),[],0,949888
1938,Shophouse in Jalan Kembangan,3240,301.01,1111,Paya Lebar (D14),"['Air conditioning', '24 hr access', 'Car park', 'Kitchen']",4,3600000
1939,Retail in Oxley Tower,3025,281.03,3636,Marina (D1),['Air conditioning'],1,11000000
1940,Warehouse in Oxley Bizhub,1141,106,666,Paya Lebar (D14),[],0,760000
1941,Retail in Stars Of Kovan,495,45.99,6313,Sengkang (D19),"['Air conditioning', '24 hr access', 'Car park']",3,3125000
1942,Retail in One Dusun Residences,172,15.98,5523,Toa Payoh (D12),[],0,950000
1943,Retail in Bukit Timah Plaza,450,41.81,2844,Upper Bukit Timah (D21),['Cctv'],1,1280000
1944,General Industrial in Unity Centre,2108,195.84,360,Choa Chu Kang (D23),[],0,758000
1945,Factory in Space 21,2433,226.03,820,Paya Lebar (D14),[],0,1995000
1946,Factory in Premier @ Kaki Bukit,1098,102.01,537,Paya Lebar (D14),[],0,590000
1947,Factory in Northstar @ AMK,1454,135.08,516,Thomson (D20),[],0,750000
1948,Retail in One Dusun Residences,22,2.04,44545,Toa Payoh (D12),[],0,980000
1949,Factory in E-Centre @ Redhill,1044,96.99,671,Commonwealth (D3),[],0,700000
1950,Shophouse in Desker Road Conservation Area,2636,244.89,1396,Serangoon Rd (D8),['Air conditioning'],1,3680000
1951,Shophouse in Toa Payoh Court,1399,129.97,1108,Toa Payoh (D12),[],0,1550000
1952,Factory in E-Centre @ Redhill,1765,163.97,656,Commonwealth (D3),[],0,1158000
1953,Retail in People's Park Complex,452,41.99,6549,Marina (D1),"['Handicap friendly', 'Cctv', 'Car park']",3,2960000
1954,Shophouse in HDB-Bukit Merah,3680,341.88,1300,Commonwealth (D3),"['Air conditioning', 'Car park']",2,4784000
1955,General Industrial in 9 Ubi Link,61999,"5,759.89",194,Paya Lebar (D14),"['Air conditioning', 'Car park']",2,12000000
1956,General Industrial in 8B @ Admiralty,1625,150.97,332,Yishun (D27),"['Loading bay', 'Car park']",2,540000
1957,Retail in Far East Plaza,312,28.99,5449,River Valley (D9),"['Air conditioning', 'Cctv']",2,1700000
1958,Office in Eon Shenton,8406,780.94,3000,Tanjong Pagar (D2),"['Bath room', 'Air conditioning', 'Pantry']",3,25218000
1959,Retail in Peninsula Plaza,366,34,5055,Clarke Quay (D6),['Air conditioning'],1,1850000
1960,Shophouse in Desker Road,1226,113.9,3018,Serangoon Rd (D8),[],0,3700000
1961,Office in PS100,474,44.04,2532,Tanjong Pagar (D2),[],0,1200000
1962,Factory in Woodlands Industrial Xchange,1722,159.98,552,Woodlands (D25),[],0,950000
1963,Retail in People's Park Complex,409,38,3790,Marina (D1),"['Air conditioning', 'Column free']",2,1550000
1964,Retail in 265 South Bridge Road,3300,306.58,2485,Marina (D1),[],0,8200000
1965,Factory in Primax,8040,746.94,728,Sengkang (D19),['Column free'],1,5850000
1966,Factory in Primax,2680,248.98,728,Sengkang (D19),['Security access'],1,1950000
1967,Factory in Primax,5360,497.96,728,Sengkang (D19),['Security access'],1,3900000
1968,Factory in The Alexcier,1055,98.01,554,Commonwealth (D3),"['Security access', 'Air conditioning', 'Column free']",3,584470
1969,Retail in The Plaza,1108,102.94,1670,Rochor (D7),"['Security access', 'Air conditioning', 'Column free']",3,1850000
1970,Retail in Sago Street,2850,264.77,2982,Marina (D1),"['Air conditioning', 'Column free', 'Bath room']",3,8500000
1971,Office in Eon Shenton,1700,157.94,2500,Tanjong Pagar (D2),"['Security access', 'Air conditioning', 'Column free']",3,4250000
1972,Retail in People's Park Complex,452,41.99,6593,Marina (D1),"['Column free', 'Air conditioning', 'Security access']",3,2980000
1973,Factory in First East Centre,2647,245.91,299,Paya Lebar (D14),['Column free'],1,791453
1974,Retail in People's Park Complex,366,34,6011,Marina (D1),"['Security access', 'Air conditioning', 'Column free']",3,2200000
1975,Retail in People's Park Complex,452,41.99,5509,Marina (D1),"['Air conditioning', 'Column free']",2,2490000
1976,Retail in People's Park Complex,818,75.99,5425,Marina (D1),"['Air conditioning', 'Column free']",2,4438000
1977,Factory in Shine@Tuas South,6996,649.95,406,Tuas (D22),"['Air conditioning', 'Security access']",2,2840376
1978,Factory in One Pemimpin,2304,214.05,1172,Thomson (D20),[],0,2700000
1979,Retail in Bukit Timah Plaza,1539,142.98,2274,Upper Bukit Timah (D21),[],0,3500000
1980,Office in Crown Center,463,43.01,3996,Holland (D10),[],0,1850000
1981,Retail in People's Park Centre,377,35.02,2653,Marina (D1),[],0,1000000
1982,Factory in Ispace,1701,158.03,294,Tuas (D22),[],0,500000
1983,Retail in Sim Lim Square,409,38,3374,Rochor (D7),[],0,1380000
1984,Retail in Sim Lim Square,1227,113.99,3423,Rochor (D7),[],0,4200000
1985,Retail in Crown Center,219,20.35,5023,Holland (D10),[],0,1100000
1986,Retail in Crown Center,314,29.17,5000,Holland (D10),[],0,1570000
1987,Retail in 9 Crane Road,1593,147.99,3453,Marine Parade (D15),[],0,5500000
1988,Retail in Sommerville Park,469,43.57,2985,Holland (D10),"['Air conditioning', 'Security access']",2,1400000
1989,Retail in The Flow,775,72,2387,Marine Parade (D15),['24 hr access'],1,1849650
1990,General Industrial in Westlink Two,2390,222.04,251,Tuas (D22),"['Bath room', 'Car park']",2,600000
1991,Office in Woods Square,560,52.03,1811,Woodlands (D25),"['Air conditioning', 'Cctv', '24 hr access']",3,1013900
1992,Shop in Elias Mall,1054,97.92,4080,Tampines (D18),[],0,4300000
1993,General Industrial in I-Lofts @ Changi,6550,608.51,234,Changi Village (D17),[],0,1529500
1994,Shop in The Flow,710,65.96,5028,Marine Parade (D15),[],0,3569880
1995,Factory in 5 Tuas South Street 1,17145,"1,592.82",181,Tuas (D22),"['Column free', 'Car park', 'Pantry', '24 hr access', 'Meeting rooms', 'Bath room', 'Air conditioning']",7,3100000
1996,General Industrial in Oxley Bizhub 2,2040,189.52,407,Paya Lebar (D14),[],0,830000
1997,Office in Chinatown Point,2486,230.96,2000,Marina (D1),"['Column free', 'Reception services', 'Car park', 'Pantry', '24 hr access', 'Meeting rooms', 'Air conditioning']",7,4972000
1998,Warehouse in Gordon Warehouse Building,1539,142.98,280,Paya Lebar (D14),[],0,430920
1999,Showroom in Oxley Bizhub,2303,213.96,695,Paya Lebar (D14),[],0,1600000
2000,Factory in Cendex Centre,1539,142.98,832,Commonwealth (D3),[],0,1280000
2001,Factory in Woodlands East Industrial Estate,1582,146.97,265,Woodlands (D25),"['Loading bay', 'Own chiller plant', 'Grease trap', '24 hr access', 'Air conditioning', 'Water trap', 'Kitchen']",7,420000
2002,Retail in Hexacube,409,38,3664,Paya Lebar (D14),"['Air conditioning', 'Cctv']",2,1498550
2003,Shophouse in Serangoon Road,1000,92.9,3900,Serangoon Rd (D8),[],0,3900000
2004,Shophouse in 137 Teck Whye Lane,140,13.01,10714,Choa Chu Kang (D23),[],0,1500000
2005,Shophouse in Kebun Baru Palm View,3400,315.87,1882,Thomson (D20),[],0,6400000
2006,Shophouse in HDB-Jurong East,721,66.98,2497,Tuas (D22),[],0,1800000
2007,Shophouse in The Beo Crescent,1800,167.23,1667,Commonwealth (D3),['Car park'],1,3000000
2008,Retail in The Riverside Piazza,3583,332.87,1647,Marina (D1),[],0,5900000
2009,Factory in Joo Koon Circle,94723,"8,800.05",189,Tuas (D22),"['Loading bay', 'Column free', 'Chilled water supply', 'Broadband', 'Cctv', 'Reception services', 'Car park', 'Pantry']",8,17900000
2010,Factory in First East Centre,2648,246.01,283,Paya Lebar (D14),"['Air conditioning', 'Car park']",2,750000
2011,Factory in Wintech Centre,1830,170.01,454,Paya Lebar (D14),[],0,830000
2012,Retail in Sim Lim Square,344,31.96,5523,Rochor (D7),[],0,1900000
2013,General Industrial in Space 21,2433,226.03,859,Paya Lebar (D14),"['Loading bay', 'Handicap friendly', 'Column free', 'Bath room', 'Car park', '24 hr access', 'Water trap']",7,2090000
2014,Office in The Plaza,431,40.04,1856,Rochor (D7),"['Air conditioning', 'Water trap', 'Loading bay', 'Car park', 'Pantry']",5,800000
2015,Factory in T5 @ Tampines,22347,"2,076.1",174,Tampines (D18),['Car park'],1,3880000
2016,Factory in T5 @ Tampines,44714,"4,154.06",191,Tampines (D18),['Car park'],1,8560000
2017,Retail in The Golden Landmark,333,30.94,2033,Rochor (D7),"['Loading bay', 'Security access', 'Broadband', 'Cctv', 'Reception services', 'Car park', 'Air conditioning']",7,677000
2018,Retail in The Golden Landmark,323,30.01,1811,Rochor (D7),"['Bath room', 'Security access', 'Reception services', 'Cctv', 'Car park', '24 hr access', 'Air conditioning', 'Svc/smatv system']",8,585000
2019,Retail in The Midtown,256,23.78,5039,Sengkang (D19),[],0,1290000
2020,Retail in Pavilion Square,129,11.98,4264,Paya Lebar (D14),"['Column free', 'Cctv', 'Car park', 'Security access', 'Air conditioning', 'Water trap', 'Svc/smatv system']",7,550000
2021,Office in Robinson Square,1174,109.07,3066,Marina (D1),[],0,3600000
2022,Office in Robinson Square,1174,109.07,3152,Marina (D1),['Air conditioning'],1,3700000
2023,Retail in People's Park Complex,388,36.05,5670,Marina (D1),"['Security access', 'Air conditioning', 'Column free', 'Car park']",4,2200000
2024,General Industrial in Intrepid Warehouse Complex,9375,870.97,213,Paya Lebar (D14),"['Loading bay', 'Car park', 'Pantry', '24 hr access', 'Meeting rooms', 'Air conditioning']",6,2000000
2025,Factory in Premier @ Kaki Bukit,1593,147.99,584,Paya Lebar (D14),"['Bath room', 'Cctv', '24 hr access']",3,930000
2026,Office in Woods Square,764,70.98,1912,Woodlands (D25),"['24 hr access', 'Air conditioning', 'Column free', 'Car park', 'Meeting rooms']",5,1460837
2027,Office in Woods Square,1281,119.01,2073,Woodlands (D25),"['Column free', 'Chilled water supply', 'Broadband', 'Car park', 'Meeting rooms', 'Air conditioning']",6,2654986
2028,Office in Giffard Mansion,507,47.1,1438,Toa Payoh (D12),[],0,729000
2029,Factory in Pioneer Junction,1324,123,263,Tuas (D22),"['Loading bay', '24 hr access', 'Pantry']",3,348000
2030,Factory in Pioneer Centre,1496,138.98,247,Tuas (D22),"['Broadband', 'Air conditioning', '24 hr access', 'Car park']",4,370000
2031,Shophouse in Kebun Baru Palm View,1400,130.06,1786,Thomson (D20),[],0,2500000
2032,Shophouse in 340 Ang Mo Kio Avenue 1,1520,141.21,1316,Thomson (D20),[],0,2000000
2033,Office in Suntec City Mall,11840,"1,099.97",3700,Marina (D1),[],0,43808000
2034,Office in Suntec City Towers,5683,527.97,2988,Marina (D1),[],0,16980805
2035,General Industrial in Tuas View Place,11495,"1,067.92",357,Tuas (D22),[],0,4100000
2036,Retail in Peninsula Plaza,334,31.03,2949,Clarke Quay (D6),"['Loading bay', 'Air conditioning', 'Column free', '24 hr access', 'Car park']",5,985000
2037,Retail in Peninsula Plaza,334,31.03,4491,Clarke Quay (D6),"['Air conditioning', '24 hr access', 'Car park']",3,1500000
2038,Retail in Peninsula Plaza,398,36.98,3392,Clarke Quay (D6),"['Loading bay', 'Air conditioning', 'Column free', '24 hr access', 'Car park']",5,1350000
2039,Factory in CT Hub 2,1173,108.98,1407,Toa Payoh (D12),['24 hr access'],1,1650000
2040,Factory in Food Xchange @ Admiralty,5584,518.77,453,Yishun (D27),"['Loading bay', 'Large floor plate', 'Kitchen']",3,2528888
2041,General Industrial in Nordcom One,1711,158.96,269,Yishun (D27),"['Bath room', 'Loading bay', 'Large floor plate']",3,460000
2042,Retail in Orchard Road,44315,"4,117",9026,River Valley (D9),['Large floor plate'],1,400000000
2043,Shophouse in Jurong Gateway,2002,185.99,6494,Tuas (D22),[],0,13000000
2044,Office in Singapore Business Federation Center,678,62.99,3510,Marina (D1),"['Turnstile', 'Air conditioning', 'Cctv', '24 hr access']",4,2380000
2045,Office in The Central,635,58.99,2992,Marina (D1),"['Air conditioning', 'Bath room', 'Column free', '24 hr access']",4,1900000
2046,Office in The Central,861,79.99,3194,Marina (D1),"['Air conditioning', 'Bath room', 'Cctv', '24 hr access', 'Pantry']",5,2750000
2047,Office in The Central,624,57.97,2556,Marina (D1),"['Air conditioning', 'Bath room', 'Cctv', '24 hr access', 'Pantry']",5,1595000
2048,Office in Singapore Business Federation Center,624,57.97,3397,Marina (D1),"['Turnstile', 'Air conditioning', 'Cctv', '24 hr access']",4,2120000
2049,Office in The Central,2649,246.1,3352,Marina (D1),"['Column free', 'Air conditioning', 'Bath room', 'Cctv', '24 hr access']",5,8880000
2050,Office in Ubi Techpark,1100,102.19,682,Paya Lebar (D14),[],0,750000
2051,General Industrial in Genova Building,18325,"1,702.45",699,Toa Payoh (D12),[],0,12800000
2052,Office in Rocca Balestier,2992,277.97,1320,Toa Payoh (D12),[],0,3950000
2053,Factory in The Westcom,2841,263.94,246,Tuas (D22),[],0,700000
2054,Retail in Bukit Timah Shopping Centre,248,23.04,3831,Upper Bukit Timah (D21),[],0,950000
2055,Retail in KAP,743,69.03,4307,Upper Bukit Timah (D21),"['Loading bay', 'Handicap friendly', 'Column free', 'Chilled water supply', 'Broadband', 'Reception services', 'Cctv', 'Car park']",8,3200000
2056,Office in One North Bridge / High Street Centre,635,58.99,2047,Clarke Quay (D6),[],0,1300000
2057,Factory in Pioneer Junction,1410,130.99,227,Tuas (D22),[],0,320000
2058,Retail in Golden Mile Tower,334,31.03,2036,Rochor (D7),[],0,680000
2059,Retail in Spazio @ Kovan,657,61.04,1956,Sengkang (D19),[],0,1285000
2060,Factory in West Star,2152,199.93,274,Tuas (D22),[],0,590000
2061,Factory in T99,7664,712.01,215,Tuas (D22),[],0,1650000
2062,Retail in Sim Lim Square,1496,138.98,3409,Rochor (D7),[],0,5100000
2063,General Industrial in Techniques Centre,1141,106,508,Paya Lebar (D14),"['Air conditioning', '24 hr access', 'Pantry', 'Car park']",4,580000
2064,Shophouse in HDB-Serangoon Estate,1335,124.03,2157,Sengkang (D19),"['Air conditioning', '24 hr access', 'Pantry']",3,2880000
2065,Shophouse in Bedok Town Centre,1593,147.99,2950,Upper East Coast (D16),[],0,4700000
2066,Factory in Ark @ KB,3100,288,193,Paya Lebar (D14),"['Loading bay', 'Handicap friendly', 'Column free', 'Car park', '24 hr access', 'Large floor plate']",6,599000
2067,Factory in Premier @ Kaki Bukit,1583,147.07,682,Paya Lebar (D14),"['Loading bay', 'Handicap friendly', 'Column free', 'Car park', '24 hr access', 'Large floor plate']",6,1080000
2068,Retail in Macpherson Mall,420,39.02,4021,Potong Pasir (D13),"['Loading bay', 'Handicap friendly', 'Column free', 'Car park', '24 hr access', 'Air conditioning']",6,1688888
2069,Office in Paya Lebar Square,957,88.91,2079,Paya Lebar (D14),['Air conditioning'],1,1990000
2070,Factory in Cpi Building,67941,"6,311.92",162,Tuas (D22),"['Bath room', '24 hr access', 'Dual power', 'Car park']",4,11000000
2071,Shophouse in 535 Serangoon Road,4017,373.19,1543,Serangoon Rd (D8),"['Air conditioning', 'Grease trap', '24 hr access', 'Dual power', 'Car park']",5,6200000
2072,General Industrial in The Spire,1658,154.03,452,Choa Chu Kang (D23),"['Bath room', 'Security access', 'Broadband', 'Reception services', 'Cctv', 'Car park', 'Secretarial services', 'Av equipment']",8,750000
2073,Warehouse in Lip Hing Industrial Building,2182,202.71,825,Thomson (D20),"['Broadband', 'Air conditioning', 'Cctv', '24 hr access', 'Car park']",5,1800000
2074,Retail in The Midtown,2358,219.07,3181,Sengkang (D19),"['Loading bay', 'Security access', 'Grease trap', 'Bath room', 'Car park', 'Air conditioning', 'Water trap', 'Kitchen']",8,7500000
2075,Factory in Tag A,4693,435.99,682,Upper Thomson (D26),['24 hr access'],1,3200000
2076,Shophouse in 846 Yishun Ring Road,390,36.23,7179,Yishun (D27),[],0,2800000
2077,Shophouse in HDB-Serangoon Estate,124,11.52,29032,Sengkang (D19),[],0,3600000
2078,Retail in The Promenade @ Pelikat,807,74.97,1239,Sengkang (D19),[],0,1000000
2079,Retail in Pavilion Square,118,10.96,11186,Paya Lebar (D14),[],0,1320000
2080,Office in Primz Bizhub,1184,110,506,Woodlands (D25),[],0,599000
2081,General Industrial in Vertex,1464,136.01,587,Paya Lebar (D14),[],0,860000
2082,Shophouse in Frankel Estate,3272,303.98,1830,Marine Parade (D15),"['Air conditioning', 'Bath room', 'Car park']",3,5988888
2083,Shophouse in 502 Bishan Street 11,280,26.01,5643,Thomson (D20),[],0,1580000
2084,Retail in 1 Serangoon North Avenue 1,484,44.97,2940,Sengkang (D19),"['Column free', '24 hr access', 'Car park']",3,1423000
2085,Retail in Grandlink Square,205,19.05,2927,Paya Lebar (D14),"['Air conditioning', 'Water trap', 'Car park']",3,600000
2086,Factory in Ark @ Gambas,1742,161.84,367,Yishun (D27),[],0,640000
2087,Factory in Premier @ Kaki Bukit,1500,139.35,600,Paya Lebar (D14),[],0,900000
2088,Shophouse in Kebun Baru Heights,1400,130.06,1207,Thomson (D20),[],0,1690000
2089,Shophouse in 510 Bedok North Street 3,1550,144,1761,Upper East Coast (D16),[],0,2730000
2090,Shophouse in Tiong Bahru Orchid,3530,327.95,2833,Commonwealth (D3),[],0,10000000
2091,Retail in Le Regal,108,10.03,4167,Paya Lebar (D14),['Air conditioning'],1,450000
2092,Retail in Kensington Square,344,31.96,7267,Sengkang (D19),[],0,2499999
2093,General Industrial in E-Centre @ Redhill,1012,94.02,593,Commonwealth (D3),"['Loading bay', 'Air conditioning', 'Column free', '24 hr access', 'Car park']",5,600000
2094,Factory in Bartley Biz Centre,4758,442.03,420,Paya Lebar (D14),"['Loading bay', 'Security access', 'Cctv', 'Car park', '24 hr access', 'Air conditioning']",6,2000000
2095,Retail in The Midtown,958,89,4175,Sengkang (D19),"['Loading bay', 'Security access', 'Grease trap', 'Cctv', 'Car park', '24 hr access', 'Air conditioning', 'Water trap']",8,4000000
2096,Office in Woods Square,570,52.95,2105,Woodlands (D25),[],0,1200000
2097,Retail in HDB-Bukit Batok,1658,154.03,1508,Choa Chu Kang (D23),['Air conditioning'],1,2500000
2098,Factory in Food Concept @ Pandan,8040,746.94,2029,Clementi (D5),"['Bath room', 'Security access', 'Broadband', 'Grease trap', 'Cctv', 'Car park', '24 hr access', 'Large floor plate']",8,16310680
2099,Factory in Food Concept @ Pandan,2164,201.04,1695,Clementi (D5),"['Bath room', 'Security access', 'Broadband', 'Grease trap', 'Cctv', 'Car park', 'Pantry', '24 hr access']",8,3668164
2100,Factory in Food Concept @ Pandan,2121,197.05,1667,Clementi (D5),"['Loading bay', 'Security access', 'Broadband', 'Grease trap', 'Bath room', 'Car park', '24 hr access', 'Large floor plate']",8,3534640
2101,General Industrial in 61 Tuas Crescent,231583,"21,514.76",129,Tuas (D22),"['Bath room', 'Security access', 'Cctv', 'Car park', '24 hr access', 'Large floor plate', 'Meeting rooms', 'Loading bay']",8,29800000
2102,Industrial Office in Eunos Techpark,17769,"1,650.79",467,Paya Lebar (D14),"['Bath room', 'Security access', 'Broadband', 'Reception services', 'Cctv', 'Car park', '24 hr access', 'Server room']",8,8300000
2103,Industrial Office in Eunos Techpark,13100,"1,217.03",456,Paya Lebar (D14),"['Bath room', 'Handicap friendly', 'Security access', 'Broadband', 'Cctv', 'Car park', '24 hr access', 'Server room']",8,5980000
